Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
1678,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,0
1679,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,0
1680,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,0
1681,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,0
1682,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,0
1683,6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,0
1684,7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,0
1685,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,0
1686,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,0
1687,6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,0
1688,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,0
1689,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,0
1690,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,0
1691,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,0
1692,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,0
1693,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,0
1694,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,0
1695,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,0
1696,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,0
1697,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0
1698,6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,0
1699,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,0
1700,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,0
1701,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,0
1702,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,0
1703,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,0
1704,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,0
1705,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,0
1706,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,0
1707,8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,0
1708,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,0
1709,6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,0
1710,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,0
1711,6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,0
1712,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,0
1713,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,0
1714,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,0
1715,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,0
1716,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,0
1717,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,0
1718,7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,0
1719,6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,0
1720,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,0
1721,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,0
1722,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,0
1723,5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,0
1724,7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,0
1725,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,0
1726,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,0
1727,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,0
1728,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0
1729,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,0
1730,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,0
1731,6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,0
1732,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,0
1733,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,0
1734,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,0
1735,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,0
1736,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,0
1737,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,0
1738,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,0
1739,6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,0
1740,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,0
1741,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,0
1742,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,0
1743,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,0
1744,6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,0
1745,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,0
1746,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,0
1747,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,0
1748,6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,0
1749,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,0
1750,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,0
1751,7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,0
1752,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,0
1753,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0
1754,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,0
1755,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,0
1756,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,0
1757,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,0
1758,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,0
1759,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,0
1760,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,0
1761,6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,0
1762,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,0
1763,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,0
1764,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,0
1765,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,0
1766,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,0
1767,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,0
1768,6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,0
1769,7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,0
1770,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,0
1771,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,0
1772,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,0
1773,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,0
1774,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,0
1775,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,0
1776,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,0
1777,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,0
1778,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,0
1779,7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,0
1780,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,0
1781,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,0
1782,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0
1783,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,0
1784,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,0
1785,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,0
1786,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,0
1787,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0
1788,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,0
1789,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,0
1790,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,0
1791,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,0
1792,7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,0
1793,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
1794,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,0
1795,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,0
1796,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,0
1797,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,0
1798,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,0
1799,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,0
1800,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,0
1801,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,0
1802,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,0
1803,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,0
1804,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,0
1805,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,0
1806,7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,0
1807,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,0
1808,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,0
1809,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,0
1810,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,0
1811,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,0
1812,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,0
1813,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,0
1814,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,0
1815,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,0
1816,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,0
1817,7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,0
1818,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,0
1819,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,0
1820,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,0
1821,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,0
1822,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,0
1823,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,0
1824,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,0
1825,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,0
1826,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,0
1827,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,0
1828,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,0
1829,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,0
1830,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,0
1831,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,0
1832,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,0
1833,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,0
1834,6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,0
1835,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,0
1836,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,0
1837,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,0
1838,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,0
1839,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,0
1840,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,0
1841,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,0
1842,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,0
1843,7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,0
1844,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,0
1845,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0
1846,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,0
1847,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,0
1848,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,0
1849,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,0
1850,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,0
1851,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,0
1852,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,0
1853,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,0
1854,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,0
1855,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,0
1856,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,0
1857,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,0
1858,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,0
1859,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,0
1860,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,0
1861,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,0
1862,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,0
1863,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,0
1864,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,0
1865,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,0
1866,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0
1867,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,0
1868,6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,0
1869,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,0
1870,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,0
1871,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,0
1872,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,0
1873,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,0
1874,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,0
1875,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,0
1876,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,0
1877,6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,0
1878,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,0
1879,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,0
1880,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,0
1881,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,0
1882,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,0
1883,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,0
1884,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,0
1885,6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,0
1886,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,0
1887,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,0
1888,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,0
1889,6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,0
1890,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,0
1891,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,0
1892,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,0
1893,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,0
1894,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,0
1895,7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,0
1896,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,0
1897,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333,0
1898,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,0
1899,7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,0
1900,5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,0
1901,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,0
1902,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,0
1903,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,0
1904,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,0
1905,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,0
1906,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,0
1907,6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,0
1908,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,0
1909,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0
1910,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,0
1911,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,0
1912,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,0
1913,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,0
1914,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,0
1915,6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,0
1916,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,0
1917,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0
1918,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
1919,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,0
1920,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,0
1921,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,0
1922,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,0
1923,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,0
1924,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,0
1925,6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,0
1926,8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,0
1927,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,0
1928,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,0
1929,7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,0
1930,6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,0
1931,6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,0
1932,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,0
1933,6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,0
1934,6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,0
1935,6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,0
1936,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,0
1937,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,0
1938,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,0
1939,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,0
1940,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,0
1941,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,0
1942,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,0
1943,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,0
1944,6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,0
1945,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,0
1946,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,0
1947,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,0
1948,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,0
1949,5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,0
1950,7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,0
1951,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,0
1952,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,0
1953,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,0
1954,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
1955,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,0
1956,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,0
1957,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,0
1958,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,0
1959,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,0
1960,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,0
1961,6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,0
1962,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,0
1963,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,0
1964,5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,0
1965,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,0
1966,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,0
1967,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,0
1968,8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,0
1969,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,0
1970,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,0
1971,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,0
1972,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,0
1973,6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,0
1974,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,0
1975,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,0
1976,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,0
1977,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,0
1978,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,0
1979,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,0
1980,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,0
1981,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,0
1982,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,0
1983,8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,0
1984,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,0
1985,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,0
1986,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,0
