FIPS,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
24027, Maryland,Howard ,287085,293898,299605,304534,308151,312711,317233
24029, Maryland,Kent ,20197,20238,19986,19819,19793,19768,19730
24031, Maryland,Montgomery ,971777,992928,1006218,1017759,1027780,1036233,1043863
24033, Maryland,Prince George's ,863420,874983,882465,891302,900647,906003,908049
24035, Maryland,Queen Anne's ,47798,48329,48520,48495,48727,48889,48929
24037, Maryland,St. Mary's ,105151,107781,109071,109607,110483,111628,112587
24039, Maryland,Somerset ,26470,26330,26117,26049,25653,25746,25928
24041, Maryland,Talbot ,37782,37973,38055,37914,37569,37523,37278
24043, Maryland,Washington ,147430,148827,149215,149321,149459,149570,150292
24045, Maryland,Wicomico ,98733,100113,100555,100944,101538,102019,102577
24047, Maryland,Worcester ,51454,51437,51511,51431,51438,51380,51444
24510, Maryland,Baltimore city,620961,620815,622722,622858,623353,621402,614664
25001, Massachusetts,Barnstable ,215888,215372,214915,214844,214858,214621,214276
25003, Massachusetts,Berkshire ,131219,130515,130201,129409,128633,127671,126903
25005, Massachusetts,Bristol ,548285,549400,551341,552637,555071,556967,558324
25007, Massachusetts,Dukes ,16535,16678,16793,17146,17283,17217,17246
25009, Massachusetts,Essex ,743159,751507,757163,764129,770391,776111,779018
25011, Massachusetts,Franklin ,71372,71606,71536,71149,70965,70550,70382
25013, Massachusetts,Hampden ,463490,465973,466578,467206,469033,469078,468467
25015, Massachusetts,Hampshire ,158080,160134,160418,160851,161043,161049,161816
25017, Massachusetts,Middlesex ,1503085,1523717,1540330,1556956,1569953,1581037,1589774
25019, Massachusetts,Nantucket ,10172,10137,10312,10529,10765,10858,11008
25021, Massachusetts,Norfolk ,670850,678262,683121,688749,692143,694895,697181
25023, Massachusetts,Plymouth ,494919,498268,499622,503281,506937,509880,513565
25025, Massachusetts,Suffolk ,722023,736602,749469,759670,768537,776688,784230
25027, Massachusetts,Worcester ,798552,803752,806209,810230,814299,817618,819589
26001, Michigan,Alcona ,10942,10776,10609,10573,10439,10333,10352
26003, Michigan,Alger ,9601,9550,9495,9495,9424,9347,9219
26005, Michigan,Allegan ,111408,111550,111929,112415,113778,114661,115548
26007, Michigan,Alpena ,29598,29339,29208,29012,28932,28791,28704
26009, Michigan,Antrim ,23580,23385,23336,23219,23244,23133,23144
26011, Michigan,Arenac ,15899,15617,15495,15412,15324,15280,15122
26013, Michigan,Baraga ,8860,8818,8708,8682,8623,8546,8503
26015, Michigan,Barry ,59173,58970,59068,59134,59283,59393,59702
26017, Michigan,Bay ,107771,107498,107091,106910,106232,105557,104747
26019, Michigan,Benzie ,17525,17431,17389,17400,17511,17436,17572
26021, Michigan,Berrien ,156813,156518,156093,155501,155439,154629,154010
26023, Michigan,Branch ,45248,43897,43771,43539,43669,43607,43427
26025, Michigan,Calhoun ,136146,135245,134777,134869,134976,134447,134386
26027, Michigan,Cass ,52293,52459,52050,51848,51813,51665,51599
26029, Michigan,Charlevoix ,25949,26039,26107,26199,26167,26215,26174
26031, Michigan,Cheboygan ,26152,25937,25782,25617,25681,25415,25401
26033, Michigan,Chippewa ,38520,38898,39035,38630,38256,38003,37724
26035, Michigan,Clare ,30926,30967,30791,30579,30703,30610,30358
26037, Michigan,Clinton ,75382,76197,76459,77127,77370,77383,77888
26039, Michigan,Crawford ,14074,14027,13988,13904,13756,13809,13744
26041, Michigan,Delta ,37069,36935,36838,36830,36573,36407,36202
26043, Michigan,Dickinson ,26168,26072,26211,26032,25929,25740,25535
26045, Michigan,Eaton ,107759,107869,107960,108245,108679,108676,109160
26047, Michigan,Emmet ,32694,32776,32891,33064,33184,33132,33182
26049, Michigan,Genesee ,425790,421773,418029,415553,412813,410442,408615
26051, Michigan,Gladwin ,25692,25843,25511,25530,25460,25210,25122
26053, Michigan,Gogebic ,16427,16114,16033,15854,15678,15443,15243
26055, Michigan,Grand Traverse ,86986,88169,88998,89998,90869,91624,92084
26057, Michigan,Gratiot ,42476,42160,42039,42019,41607,41513,41202
26059, Michigan,Hillsdale ,46688,46636,46297,46155,45955,45940,45774
26061, Michigan,Houghton ,36628,36767,36729,36675,36483,36382,36555
26063, Michigan,Huron ,33118,32754,32476,32269,32056,31822,31481
26065, Michigan,Ingham ,280895,282034,282363,282587,284058,285735,288051
26067, Michigan,Ionia ,63905,63865,63910,64023,64292,64173,64232
26069, Michigan,Iosco ,25887,25559,25387,25380,25419,25352,25327
26071, Michigan,Iron ,11817,11750,11573,11507,11350,11342,11195
26073, Michigan,Isabella ,70311,70661,70660,70177,70059,70690,71282
26075, Michigan,Jackson ,160248,159673,160102,159789,159597,159465,158460
26077, Michigan,Kalamazoo ,250331,252480,255251,257162,258994,259966,261654
26079, Michigan,Kalkaska ,17153,17159,17097,17292,17380,17262,17263
26081, Michigan,Kent ,602622,608076,615041,623226,630227,636095,642173
26083, Michigan,Keweenaw ,2156,2231,2208,2178,2215,2176,2199
26085, Michigan,Lake ,11539,11481,11474,11382,11331,11393,11496
26087, Michigan,Lapeer ,88319,88066,88221,88307,88237,88444,88340
26089, Michigan,Leelanau ,21708,21638,21609,21695,21834,21918,21765
26091, Michigan,Lenawee ,99892,99302,98994,98784,98696,98389,98504
26093, Michigan,Livingston ,180967,182380,183059,184445,185727,187350,188624
26095, Michigan,Luce ,6631,6525,6497,6525,6435,6438,6358
26097, Michigan,Mackinac ,11113,11071,11135,11071,11066,10897,10820
26099, Michigan,Macomb ,840978,843299,848588,855885,861804,864507,867730
26101, Michigan,Manistee ,24733,24734,24639,24444,24409,24458,24373
26103, Michigan,Marquette ,67077,67439,67814,67776,67761,67305,66435
26105, Michigan,Mason ,28705,28648,28672,28656,28761,28812,28876
26107, Michigan,Mecosta ,42798,43445,43515,43265,43204,43092,43221
26109, Michigan,Menominee ,24029,23917,23734,23739,23574,23514,23281
26111, Michigan,Midland ,83629,83755,83678,83578,83459,83618,83462
26113, Michigan,Missaukee ,14849,14950,15039,15083,15011,14927,15102
26115, Michigan,Monroe ,152021,151513,150862,150224,149936,149494,149208
26117, Michigan,Montcalm ,63342,63224,63103,62840,62867,62826,62974
26119, Michigan,Montmorency ,9765,9593,9491,9361,9293,9265,9173
26121, Michigan,Muskegon ,172188,169979,170126,172230,172281,172697,173408
26123, Michigan,Newaygo ,48460,48434,47976,47968,47920,47984,47938
26125, Michigan,Oakland ,1202362,1211103,1221138,1231947,1238718,1240301,1243970
26127, Michigan,Oceana ,26570,26409,26246,26194,26175,26118,26027
26129, Michigan,Ogemaw ,21699,21541,21424,21211,21024,20950,20904
26131, Michigan,Ontonagon ,6780,6626,6417,6314,6173,6008,5911
26133, Michigan,Osceola ,23528,23454,23274,23261,23151,23066,23110
26135, Michigan,Oscoda ,8640,8650,8596,8377,8353,8278,8264
26137, Michigan,Otsego ,24164,24131,24039,24104,24134,24244,24470
26139, Michigan,Ottawa ,263801,266387,270146,273531,276963,280023,282250
26141, Michigan,Presque Isle ,13376,13185,13119,13049,12998,12849,12762
26143, Michigan,Roscommon ,24449,24313,24131,23935,23932,23803,23700
26145, Michigan,Saginaw ,200169,198838,198352,196785,195252,193290,192326
26147, Michigan,St. Clair ,163040,161530,160572,160206,160107,159874,159587
26149, Michigan,St. Joseph ,61295,61062,60946,60938,61035,60843,60853
26151, Michigan,Sanilac ,43114,42719,42344,41907,41667,41476,41409
26153, Michigan,Schoolcraft ,8485,8478,8358,8250,8162,8157,8001
26155, Michigan,Shiawassee ,70648,69952,69263,68825,68839,68517,68554
26157, Michigan,Tuscola ,55729,55390,54716,54221,53991,53804,53338
26159, Michigan,Van Buren ,76258,75913,75268,75330,75193,75064,75223
26161, Michigan,Washtenaw ,344791,349071,351299,354573,358980,360847,364709
26163, Michigan,Wayne ,1820584,1800915,1791995,1774623,1764919,1757062,1749366
26165, Michigan,Wexford ,32735,32679,32584,32533,32898,32966,33163
27001, Minnesota,Aitkin ,16202,16097,15930,15739,15689,15669,15583
27003, Minnesota,Anoka ,330844,332838,335978,338907,341581,343822,345957
27005, Minnesota,Becker ,32504,32815,33042,33266,33327,33492,33734
27007, Minnesota,Beltrami ,44442,45111,45226,45545,45667,45674,46106
27009, Minnesota,Benton ,38451,38844,38883,39248,39440,39723,39992
27011, Minnesota,Big Stone ,5269,5226,5168,5111,5121,5038,5050
27013, Minnesota,Blue Earth ,64013,64355,65049,64894,65460,65777,66441
27015, Minnesota,Brown ,25893,25665,25412,25279,25295,25317,25331
27017, Minnesota,Carlton ,35386,35477,35317,35364,35457,35536,35738
27019, Minnesota,Carver ,91042,92835,93896,95624,97323,98610,100262
27021, Minnesota,Cass ,28567,28397,28425,28525,28554,28668,28993
27023, Minnesota,Chippewa ,12441,12337,12155,12108,12099,12134,12133
27025, Minnesota,Chisago ,53887,53753,53490,53733,53924,54308,54748
27027, Minnesota,Clay ,58999,59950,60210,60588,61219,62118,62875
27029, Minnesota,Clearwater ,8695,8701,8670,8776,8772,8775,8827
27031, Minnesota,Cook ,5176,5206,5183,5176,5220,5208,5286
27033, Minnesota,Cottonwood ,11687,11745,11636,11618,11556,11504,11470
27035, Minnesota,Crow Wing ,62500,62661,62866,63099,63251,63451,63940
27037, Minnesota,Dakota ,398552,401969,404893,408351,411979,414299,417486
27039, Minnesota,Dodge ,20087,20192,20248,20314,20350,20381,20506
27041, Minnesota,Douglas ,36009,36275,36446,36545,36804,37057,37456
27043, Minnesota,Faribault ,14553,14526,14250,14171,14182,14057,13935
27045, Minnesota,Fillmore ,20866,20879,20893,20823,20835,20832,21003
27047, Minnesota,Freeborn ,31255,31093,31035,30936,30768,30570,30446
27049, Minnesota,Goodhue ,46183,46282,46399,46390,46349,46438,46676
27051, Minnesota,Grant ,6018,6003,5945,5982,5953,5878,5956
27053, Minnesota,Hennepin ,1152425,1169416,1184361,1198619,1210404,1220459,1232483
27055, Minnesota,Houston ,19027,18920,18815,18818,18737,18770,18814
27057, Minnesota,Hubbard ,20428,20515,20472,20722,20617,20671,20718
27059, Minnesota,Isanti ,37816,38245,38242,38186,38401,38453,39025
27061, Minnesota,Itasca ,45058,45118,45231,45442,45467,45397,45242
27063, Minnesota,Jackson ,10266,10191,10288,10255,10246,10084,9944
27065, Minnesota,Kanabec ,16239,16246,15992,16011,15937,15820,15830
27067, Minnesota,Kandiyohi ,42239,42261,42452,42546,42498,42559,42495
27069, Minnesota,Kittson ,4552,4538,4506,4490,4443,4405,4333
27071, Minnesota,Koochiching ,13311,13245,13190,13121,12880,12829,12628
27073, Minnesota,Lac qui Parle ,7259,7233,7122,7004,6887,6852,6715
27075, Minnesota,Lake ,10866,10819,10844,10805,10697,10636,10625
27077, Minnesota,Lake of the Woods ,4045,4013,3956,3922,3907,3906,3814
27079, Minnesota,Le Sueur ,27703,27808,27643,27650,27734,27630,27591
27081, Minnesota,Lincoln ,5896,5857,5805,5803,5805,5767,5783
27083, Minnesota,Lyon ,25857,25815,25625,25675,25681,25671,25699
27085, Minnesota,McLeod ,36651,36420,36013,35977,35881,35919,35842
27087, Minnesota,Mahnomen ,5413,5490,5515,5482,5507,5430,5465
27089, Minnesota,Marshall ,9439,9473,9468,9437,9410,9388,9324
27091, Minnesota,Martin ,20840,20628,20476,20422,20228,20010,19829
27093, Minnesota,Meeker ,23300,23216,23057,23098,23128,23075,23110
27095, Minnesota,Mille Lacs ,26097,25883,25727,25824,25781,25743,25866
27097, Minnesota,Morrison ,33198,33245,33085,32831,32786,32725,32821
27099, Minnesota,Mower ,39163,39275,39332,39262,39266,39215,39163
27101, Minnesota,Murray ,8725,8659,8588,8544,8443,8412,8329
27103, Minnesota,Nicollet ,32727,32964,32960,32926,33267,33401,33575
27105, Minnesota,Nobles ,21378,21587,21708,21750,21622,21717,21848
27107, Minnesota,Norman ,6852,6847,6645,6659,6637,6672,6579
27109, Minnesota,Olmsted ,144248,145932,147066,149033,150068,151251,153102
27111, Minnesota,Otter Tail ,57303,57357,57339,57611,57659,57774,58085
27113, Minnesota,Pennington ,13930,14046,14091,14120,14082,14253,14235
27115, Minnesota,Pine ,29750,29625,29218,29081,29118,29046,28874
27117, Minnesota,Pipestone ,9596,9527,9380,9288,9293,9262,9202
27119, Minnesota,Polk ,31600,31548,31492,31649,31471,31480,31660
27121, Minnesota,Pope ,10995,10923,10929,10921,10949,11029,11049
27123, Minnesota,Ramsey ,508640,515954,521142,527378,532402,536071,540649
27125, Minnesota,Red Lake ,4089,4107,4083,4055,4016,4049,4007
27127, Minnesota,Redwood ,16059,16084,15877,15723,15542,15484,15263
27129, Minnesota,Renville ,15730,15457,15348,15121,14983,14861,14660
27131, Minnesota,Rice ,64142,64907,64885,64757,65040,65278,65622
27133, Minnesota,Rock ,9687,9635,9559,9522,9519,9608,9564
27135, Minnesota,Roseau ,15629,15523,15503,15523,15712,15679,15626
27137, Minnesota,St. Louis ,200226,200323,200351,200526,200685,200222,199980
27139, Minnesota,Scott ,129928,132636,135233,137481,139443,141613,143680
27141, Minnesota,Sherburne ,88499,89266,89518,90184,91088,91623,93528
27143, Minnesota,Sibley ,15226,15184,15114,15057,14912,14877,14827
27145, Minnesota,Stearns ,150642,151310,151812,152397,153485,154957,155652
27147, Minnesota,Steele ,36576,36562,36295,36375,36547,36683,36805
27149, Minnesota,Stevens ,9726,9726,9738,9755,9831,9791,9693
27151, Minnesota,Swift ,9783,9686,9618,9549,9474,9354,9419
27153, Minnesota,Todd ,24895,24833,24547,24427,24246,24220,24233
27155, Minnesota,Traverse ,3558,3514,3426,3413,3390,3398,3356
27157, Minnesota,Wabasha ,21676,21528,21396,21414,21309,21243,21273
27159, Minnesota,Wadena ,13843,13709,13690,13758,13729,13838,13761
27161, Minnesota,Waseca ,19136,19175,19199,19081,18977,19001,18911
27163, Minnesota,Washington ,238136,241559,244011,246470,249026,251103,253117
27165, Minnesota,Watonwan ,11211,11175,11121,11049,10951,10950,10908
27167, Minnesota,Wilkin ,6576,6583,6616,6539,6490,6392,6358
27169, Minnesota,Winona ,51461,51363,51368,51346,51125,50939,50948
27171, Minnesota,Wright ,124700,126352,127377,128396,130030,131255,132550
27173, Minnesota,Yellow Medicine ,10438,10294,10180,10129,10045,9899,9935
28001, Mississippi,Adams ,32297,32411,32180,32104,31913,31292,31248
28003, Mississippi,Alcorn ,37057,37309,37243,37341,37325,37331,37304
28005, Mississippi,Amite ,13131,13172,12964,12865,12607,12565,12458
28007, Mississippi,Attala ,19564,19318,19105,19301,19088,18995,18934
28009, Mississippi,Benton ,8729,8708,8654,8502,8304,8164,8264
28011, Mississippi,Bolivar ,34145,33830,34059,34046,33883,33349,32737
28013, Mississippi,Calhoun ,14962,14911,14846,14735,14732,14696,14610
28015, Mississippi,Carroll ,10597,10461,10409,10354,10249,10238,10255
28017, Mississippi,Chickasaw ,17392,17479,17455,17354,17364,17368,17246
28019, Mississippi,Choctaw ,8547,8403,8357,8404,8305,8294,8242
28021, Mississippi,Claiborne ,9604,9785,9380,9167,9186,9171,9139
28023, Mississippi,Clarke ,16732,16661,16500,16368,16257,16003,15888
28025, Mississippi,Clay ,20634,20493,20384,20339,20139,20022,19850
28027, Mississippi,Coahoma ,26151,25872,25646,25188,24880,24495,23809
28029, Mississippi,Copiah ,29449,29267,28956,28825,28882,28754,28482
28031, Mississippi,Covington ,19568,19514,19553,19412,19402,19577,19569
28033, Mississippi,DeSoto ,161252,163984,166405,168395,170825,173212,175611
28035, Mississippi,Forrest ,74934,75889,76613,76783,76075,75921,75979
28037, Mississippi,Franklin ,8118,7985,7884,7884,7783,7759,7782
28039, Mississippi,George ,22578,22835,22911,23193,23334,23432,23695
28041, Mississippi,Greene ,14400,14291,14290,14237,14286,13485,13408
28043, Mississippi,Grenada ,21906,21584,21610,21544,21654,21507,21275
28045, Mississippi,Hancock ,43929,44767,45331,45592,46061,46366,46791
28047, Mississippi,Harrison ,187105,190942,193692,196367,198597,200962,203234
28049, Mississippi,Hinds ,245285,247898,247694,245918,244906,243234,241229
28051, Mississippi,Holmes ,19198,19208,19076,18790,18516,18356,17999
28053, Mississippi,Humphreys ,9375,9327,9215,8948,8774,8658,8513
28055, Mississippi,Issaquena ,1406,1394,1411,1413,1384,1330,1294
28057, Mississippi,Itawamba ,23401,23341,23392,23465,23520,23649,23529
28059, Mississippi,Jackson ,139668,140034,139999,140353,141422,141233,141241
28061, Mississippi,Jasper ,17062,16801,16547,16491,16514,16561,16578
28063, Mississippi,Jefferson ,7726,7579,7656,7632,7567,7489,7297
28065, Mississippi,Jefferson Davis ,12487,12180,12093,11956,11815,11604,11385
28067, Mississippi,Jones ,67761,67858,68328,68826,68233,68224,67953
28069, Mississippi,Kemper ,10456,10257,10351,10260,10188,9943,9896
28071, Mississippi,Lafayette ,47351,48416,50367,51633,52154,53014,53796
28073, Mississippi,Lamar ,55658,57140,57862,58887,59883,60570,60914
28075, Mississippi,Lauderdale ,80261,80620,80266,80283,79356,78505,77755
28077, Mississippi,Lawrence ,12929,12672,12612,12512,12522,12618,12749
28079, Mississippi,Leake ,23805,23286,23235,23311,23183,22706,22620
28081, Mississippi,Lee ,82910,84172,85093,85384,85250,85295,85381
28083, Mississippi,Leflore ,32317,32027,30781,30780,30784,30300,29856
28085, Mississippi,Lincoln ,34869,34856,34835,34733,34763,34601,34523
28087, Mississippi,Lowndes ,59779,59590,59680,59945,59953,59744,59602
28089, Mississippi,Madison ,95203,97171,98549,100187,101698,103409,105114
28091, Mississippi,Marion ,27088,26712,26365,26121,25778,25533,25251
28093, Mississippi,Marshall ,37144,36759,36558,36497,36199,35927,35801
28095, Mississippi,Monroe ,36989,36553,36396,36113,35986,35777,35873
28097, Mississippi,Montgomery ,10925,10755,10561,10529,10328,10158,10187
28099, Mississippi,Neshoba ,29676,29698,29683,29465,29407,29414,29403
28101, Mississippi,Newton ,21720,21488,21596,21650,21784,21670,21558
28103, Mississippi,Noxubee ,11545,11325,11175,11067,11145,11064,11038
28105, Mississippi,Oktibbeha ,47671,47868,48978,49277,49303,49729,49833
28107, Mississippi,Panola ,34707,34511,34444,34421,34415,34152,34164
28109, Mississippi,Pearl River ,55834,55463,55092,54943,55325,55163,55310
28111, Mississippi,Perry ,12250,12238,12084,12118,12197,12225,12245
28113, Mississippi,Pike ,40404,40411,40099,39987,39984,39960,39667
28115, Mississippi,Pontotoc ,29957,29801,30347,30691,30808,30912,31550
28117, Mississippi,Prentiss ,25276,25312,25329,25422,25373,25313,25256
28119, Mississippi,Quitman ,8223,8029,7802,7826,7678,7514,7349
28121, Mississippi,Rankin ,141617,144085,145598,147040,148012,148770,150228
28123, Mississippi,Scott ,28264,28306,28262,28196,28402,28275,28207
28125, Mississippi,Sharkey ,4916,4878,4793,4677,4626,4594,4552
28127, Mississippi,Simpson ,27503,27379,27384,27485,27493,27122,26912
28129, Mississippi,Smith ,16491,16530,16348,16210,16159,16057,15909
28131, Mississippi,Stone ,17786,17927,18053,17970,17877,18061,18012
28133, Mississippi,Sunflower ,29450,28515,28417,27941,27432,26923,26407
28135, Mississippi,Tallahatchie ,15378,15361,15100,15025,14740,14623,14394
28137, Mississippi,Tate ,28886,28739,28513,28354,28255,28368,28201
28139, Mississippi,Tippah ,22232,22079,21956,22051,22027,22082,22190
28141, Mississippi,Tishomingo ,19593,19611,19603,19479,19433,19509,19491
28143, Mississippi,Tunica ,10778,10590,10449,10475,10536,10342,10234
28145, Mississippi,Union ,27134,27311,27369,27789,28158,28318,28311
28147, Mississippi,Walthall ,15443,15396,15090,14887,14854,14629,14599
28149, Mississippi,Warren ,48773,48275,48194,48310,47985,47542,47140
28151, Mississippi,Washington ,51137,50448,50055,49704,49079,48053,47231
28153, Mississippi,Wayne ,20747,20650,20637,20488,20468,20510,20480
28155, Mississippi,Webster ,10253,10135,10056,9942,9974,9869,9767
28157, Mississippi,Wilkinson ,9878,9579,9465,9350,9201,9102,9047
28159, Mississippi,Winston ,19198,19010,18973,18705,18457,18301,18160
28161, Mississippi,Yalobusha ,12678,12505,12369,12343,12264,12451,12471
28163, Mississippi,Yazoo ,28065,28232,28283,27927,27742,27377,27264
29001, Missouri,Adair ,25607,25610,25680,25702,25564,25430,25359
29003, Missouri,Andrew ,17291,17271,17390,17369,17335,17291,17350
29005, Missouri,Atchison ,5685,5581,5518,5424,5363,5301,5293
29007, Missouri,Audrain ,25529,25601,25627,25658,25952,26082,26021
29009, Missouri,Barry ,35597,35662,35673,35702,35706,35766,35732
29011, Missouri,Barton ,12402,12369,12348,12219,12024,11877,11908
29013, Missouri,Bates ,17049,17023,16696,16489,16551,16410,16417
29015, Missouri,Benton ,19056,19015,18939,18866,18794,18687,18839
